I
1050 Generated by WorldEditor 1.6.0r1

120 Linear Feature 48
111 -21.32004789  055.42744039 20
111 -21.32013088  055.42737151 20
111 -21.32041843  055.42776797 20
115 -21.32032873  055.42783877
120 Linear Feature 61
111 -21.31965264  055.42464323 5
115 -21.31965741  055.42458463
120 Linear Feature 60
111 -21.31993038  055.42462958 4 103
115 -21.31989593  055.42457780
120 Linear Feature 59
111 -21.31991134  055.42460813 1
112 -21.31982341  055.42462582 -21.31975472  055.42461992 1
112 -21.31956055  055.42463467 -21.31951933  055.42466810 1
112 -21.31950651  055.42482541 -21.31949918  055.42489423 1
116 -21.31948911  055.42497780 -21.31947262  055.42500926
120 Linear Feature 58
111 -21.32021093  055.42382375 1
112 -21.32021620  055.42434901 -21.31996693  055.42456562 1
115 -21.31919660  055.42522387
120 Linear Feature 45
111 -21.31995884  055.42650414 20
112 -21.31996060  055.42643618 -21.31993862  055.42640880 20
111 -21.31989113  055.42643618 20
111 -21.31974428  055.42656078 20
112 -21.31973636  055.42662969 -21.31976274  055.42666273 20
115 -21.31979616  055.42665329
120 Linear Feature 44
111 -21.31991572  055.42654118 20
111 -21.31973527  055.42670997 20
111 -21.31982813  055.42683230 20
111 -21.31985135  055.42702827 20
111 -21.31999592  055.42722764 20
115 -21.32016581  055.42729107
120 Linear Feature 43
111 -21.32004788  055.42699786 1
115 -21.31999829  055.42703410
120 Linear Feature 42
111 -21.32003205  055.42645300 1
111 -21.32016607  055.42663424 1
115 -21.32013547  055.42665803
120 Linear Feature 41
111 -21.32019356  055.42656668 1
115 -21.32024486  055.42652342
120 Linear Feature 40
111 -21.32065726  055.42745912 1
115 -21.32065217  055.42755855
120 Linear Feature 39
111 -21.32068779  055.42752850 1
115 -21.32069695  055.42754544
120 Linear Feature 38
111 -21.32068067  055.42763503 1
111 -21.32068830  055.42752796 1
115 -21.32067863  055.42754598
120 Linear Feature 37
111 -21.32074411  055.42733515 1
115 -21.32074675  055.42714070
120 Linear Feature 36
111 -21.32046096  055.42736630 1
112 -21.32063243  055.42740690 -21.32067289  055.42741067 1
115 -21.32084876  055.42743238
120 Linear Feature 35
111 -21.32013560  055.42665806 1
115 -21.32092552  055.42772680
120 Linear Feature 34
111 -21.32049214  055.42672443 1
115 -21.32048159  055.42694079
120 Linear Feature 33
111 -21.32021672  055.42698610 1
115 -21.32055862  055.42702801
120 Linear Feature 32
111 -21.32038561  055.42705766 1
115 -21.32037883  055.42715144
120 Linear Feature 31
111 -21.32040809  055.42712822 1
115 -21.32041911  055.42714233
120 Linear Feature 30
111 -21.32039791  055.42722883 1
111 -21.32040851  055.42712822 1
115 -21.32039749  055.42714461
120 Linear Feature 29
111 -21.32020884  055.42673229 1
115 -21.32020842  055.42671544
120 Linear Feature 28
111 -21.32015032  055.42666218 1
111 -21.32020927  055.42673183 1
115 -21.32019188  055.42673047
120 Linear Feature 27
111 -21.32003776  055.42684484 1
115 -21.32003899  055.42683167
120 Linear Feature 26
111 -21.31997985  055.42676799 1
111 -21.32003847  055.42684509 1
115 -21.32002162  055.42684509
120 Linear Feature 25
111 -21.32041094  055.42668002 1
115 -21.32012318  055.42692655
120 Linear Feature 24
111 -21.32052908  055.42657597 1
112 -21.32052663  055.42684212 -21.32060236  055.42694439 1
111 -21.32098240  055.42746464 1
112 -21.32095834  055.42773379 -21.32085451  055.42781942 1
112 -21.32069496  055.42766990 -21.32064937  055.42761960 1
111 -21.32027960  055.42711380 1
112 -21.32029258  055.42685655 -21.32033479  055.42672401 1
114 -21.32041182  055.42667814 -21.32046898  055.42662433 1
120 Linear Feature 23
111 -21.32058267  055.42663609 4 103
115 -21.32048517  055.42650560
120 Linear Feature 69
111 -21.31884676  055.42565769 20
115 -21.31893864  055.42557840
21 -21.31487855  055.41768166 2 127.5094 3.00 PAPI 15
21 -21.32395545  055.42789913 2 310.0700 3.00 PAPI 33
14 -21.31995320  055.42777613  82.02 0 Tower Viewpoint
1300 -21.31948556  055.42691408 249.96 misc jets|turboprops|props Hangar 9
1301 E none 
1300 -21.31920824  055.42659600 173.51 misc jets|turboprops|props Hangar 8
1301 E none 
1300 -21.31939438  055.42630783 188.94 misc jets|turboprops|props Hangar 7
1301 E none 
1300 -21.31920459  055.42605768 224.90 misc jets|turboprops|props Hangar 6
1301 E none 
1300 -21.31914157  055.42576899 224.90 misc jets|turboprops|props Hangar 5
1301 E none 
1300 -21.31902373  055.42559813 224.90 misc jets|turboprops|props Hangar 4
1301 E none 
1300 -21.31892084  055.42545559 224.90 misc jets|turboprops|props Hangar 3
1301 E none 
1300 -21.31872826  055.42544521 224.90 misc jets|turboprops|props Hangar 2
1301 E none 
1300 -21.31860075  055.42502137 224.90 misc jets|turboprops|props Hangar 1
1301 E none 
1300 -21.32384212  055.43199057 128.64 misc jets|turboprops|props Apron 7
1301 E none 
1300 -21.32359960  055.43167542 304.70 misc jets|turboprops|props Apron 6
1301 E none 
1300 -21.32196856  055.42987547 304.70 misc jets|turboprops|props|helos Apron 5
1301 E none 
1300 -21.32073604  055.42989252  38.35 misc jets|turboprops|props Apron 4
1301 E none 
1300 -21.32094300  055.42785359 265.89 misc jets|turboprops|props Apron 3
1301 E none 
1300 -21.32068224  055.42741317 353.00 misc jets|turboprops|props Apron 2
1301 E none 
1300 -21.32042898  055.42701217 353.00 misc jets|turboprops|props Apron 1
1301 E none 
19 -21.31978162  055.42032864 0 New Windsock 2
19 -21.31392641  055.41473004 1 WS
19 -21.32560853  055.43026977 1 WS
54 12240 PIERREFONDS INFO
99
